id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15420639,"Sunny, Charming, Townhome Loft - A Kitsilano Oasis",21535123,Kitsilano,49.27051,-123.16328,Entire home/apt,210,2,91,2019-07-06,2.73,3,39
15424088,Licensed Hotel: Boutique DT Kingroom ++ Parking,2693243,Downtown,49.28695,-123.11921,Private room,150,3,8,2018-04-22,0.25,4,0
15433588,Cozy 2-Bedrooms Suite!,9933254,Grandview-Woodland,49.27591,-123.06747,Entire home/apt,180,1,119,2019-07-05,3.57,2,31
15448228,Central and Spacious one bedroom in Mt Pleasant,10679595,Mount Pleasant,49.25747,-123.09085,Entire home/apt,80,30,1,2016-11-04,0.03,2,0
15455452,Sunny two bedroom suite in Kitsilano heritage home,3308468,Kitsilano,49.26659,-123.16124,Entire home/apt,188,3,68,2019-07-07,2.36,1,22
15482985,Beautiful Downtown 2 BED 2 BATH Condo,3092935,West End,49.2818,-123.12622,Entire home/apt,147,31,10,2019-04-26,0.33,11,259
15508214,Waterside townhouse license # (Phone number hidden by Airbnb),5503842,Fairview,49.26755,-123.12748,Entire home/apt,400,3,19,2019-02-24,0.77,1,210
15512935,Fun & Funky Room on Hip East Van,6329283,Kensington-Cedar Cottage,49.25454,-123.08128,Private room,28,30,11,2019-05-30,0.34,4,120
15535027,7 week rental of unit in Vancouver core,50674643,Grandview-Woodland,49.28149,-123.0606,Entire home/apt,33,30,1,2019-02-01,0.19,1,0
15539049,"Cozy private room, Bright&sunny in Commercial Dr.",23683639,Kensington-Cedar Cottage,49.25675,-123.07501,Private room,45,3,66,2019-04-19,1.99,2,83
15541440,Private room in modern Chinatown apartment,20279743,Downtown Eastside,49.28029,-123.10244,Private room,50,1,4,2019-06-27,4,1,74
15542567,Fantastic Kits Location- 2 Bedroom,6425673,Kitsilano,49.26849,-123.15631,Entire home/apt,400,2,132,2019-07-05,4.2,1,106
15550547,LUXURY 1 BR Apt+Office+Large Patio+FREE PARKING!,59837931,Downtown,49.27974,-123.10907,Entire home/apt,218,2,110,2019-06-27,3.92,1,33
15553626,Beautiful Coal Harbour Townhouse,51858235,Downtown,49.28926,-123.12535,Entire home/apt,130,60,0,,NA,1,341
15555062,Bright & Cozy Private Bed/Bath in Mount Pleasant!,89955352,Riley Park,49.24162,-123.10292,Private room,94,2,98,2019-06-22,3.01,1,243
15563093,Cozy and Convenient Downtown Apartment,22666552,Downtown,49.27848,-123.10961,Entire home/apt,94,1,188,2018-07-21,5.72,1,0
15582940,3BDR Beautiful Home with Gorgeous Views,82402482,Arbutus Ridge,49.24543,-123.16772,Entire home/apt,150,30,22,2019-05-31,0.74,1,100
15598497,151 - 1 Bedroom  & den/Sleeps 3 by Stanley Park,600607,West End,49.29063,-123.14278,Entire home/apt,85,32,1,2017-05-25,0.04,50,57
15616738,THE FANTASTIC CITY CENTER SUITE IN THE SKY,8443732,Downtown,49.28288,-123.11609,Entire home/apt,100,2,53,2019-06-30,1.65,1,5
15624482,4time vancouver superhost 1,40743512,Renfrew-Collingwood,49.25274,-123.03425,Private room,14,30,17,2018-09-08,0.52,6,85
15626890,Coal harbour/ Stanley park/ Convention centre,8852621,Downtown,49.28858,-123.12369,Entire home/apt,173,3,125,2019-07-07,3.88,1,29
15634371,"Cozy Quiet Suite, 5min Walk to Beach/Transit/Park",4429075,Kitsilano,49.27045,-123.17906,Private room,91,30,52,2019-06-09,3.35,3,7
15635558,"Bright, cozy and private, 1 bedroom Garden Suite",63265355,Dunbar Southlands,49.23442,-123.18288,Entire home/apt,72,31,1,2017-08-27,0.04,1,190
15636385,Newly renovated 1BR Downtown! Pool/Gym/ Parking!,72797020,Downtown,49.27881,-123.12014,Entire home/apt,119,1,211,2019-06-21,6.53,1,2
15642691,Kits point duplex Amazing Location,100911687,Kitsilano,49.27433,-123.15025,Entire home/apt,276,2,25,2019-05-20,0.81,1,29
15642866,Cosy 1 brm apartment by kits beach,100765331,Kitsilano,49.2737,-123.15204,Entire home/apt,400,1,105,2019-06-22,3.42,1,158
15646460,"Parkside Character Home, 6 min from Downtown",100287076,South Cambie,49.25266,-123.11822,Entire home/apt,500,5,38,2019-06-29,1.16,1,320
15648459,Perfect for the Solo Woman Traveler,598979,Kitsilano,49.2687,-123.17589,Private room,85,2,11,2019-05-29,1.49,2,75
15660642,Sky Nest,4484250,Kitsilano,49.27254,-123.16105,Entire home/apt,199,3,5,2019-04-30,0.16,9,85
15695306,Wonderful Downtown Living with AC,3963554,Downtown Eastside,49.28225,-123.11177,Entire home/apt,91,2,134,2019-07-09,4.11,2,149
15695543,NEW!!! Downtown Beautiful Apartment + Parking,5737404,Downtown,49.2888,-123.12523,Entire home/apt,119,2,133,2019-06-22,4.09,2,10
15696943,"NEW!!! Best location Downtown, 1 Bedroom with A/C",28171237,Downtown Eastside,49.28319,-123.11318,Entire home/apt,109,2,116,2019-07-02,3.56,2,116
15706251,Coal Harbour Ocean View Condo,101423730,Downtown,49.28881,-123.12462,Entire home/apt,276,30,5,2019-05-17,0.24,2,167
15713789,Main Street Apt. with beautiful Mountain Views,25518552,Mount Pleasant,49.26532,-123.10034,Entire home/apt,174,2,19,2019-04-02,0.6,1,8
15735770,5 BR w/ AC 7 min Walk to Train/19 min to Downtown,101676867,Renfrew-Collingwood,49.2406,-123.04465,Entire home/apt,300,3,108,2019-07-09,3.7,1,199
15744562,"NEW! Luxury Apartment, Heart of Downtown with Prkg",101633360,Downtown,49.28064,-123.11816,Entire home/apt,135,28,110,2019-07-03,3.45,2,0
15745126,Renovated apartment great neighborhood downtown,53967300,Downtown,49.27796,-123.11644,Entire home/apt,185,5,31,2019-03-11,1,3,0
15745289,Clean & Bright!! Spectacular Views!,101518166,Downtown Eastside,49.28097,-123.10821,Entire home/apt,150,2,92,2018-09-24,2.85,1,0
15771207,1 Bed Den Office in-suite laundry Pool Gym Hot Tub,93964777,Downtown,49.27854,-123.11993,Entire home/apt,89,28,4,2019-03-31,0.13,1,92
15790362,Quaint and close to Downtown,43445735,Sunset,49.22818,-123.10116,Entire home/apt,85,1,225,2019-06-26,7.09,1,184
15803843,Executive Heritage Home/Best Neighbourhood in City,97322503,Kitsilano,49.2679,-123.16203,Entire home/apt,325,3,22,2019-05-02,0.74,1,190
15819364,Beautiful 1-bedroom in the heart of Downtown,27282530,Downtown,49.27583,-123.12424,Entire home/apt,998,900,29,2018-01-26,1.14,2,0
15834595,PROMO!3BR Main Floor in House in Kitsilano!,102534553,Kitsilano,49.26829,-123.18343,Entire home/apt,129,1,137,2019-05-27,4.34,1,68
15840160,Cozy 1 bedroom pad in beautiful mount pleasant!,102589420,Mount Pleasant,49.26558,-123.09194,Private room,98,1,62,2019-06-23,2.02,1,51
15868021,"Central w/2 bikes- Peaceful, COMFY Westcoast suite",63891820,Mount Pleasant,49.26661,-123.09169,Entire home/apt,115,2,94,2019-06-19,2.95,1,120
15868145,Attractive apartment in Mount Pleasant,3406737,Mount Pleasant,49.25753,-123.08991,Entire home/apt,91,30,0,,NA,1,112
15873840,Gastown loft with parking,9093114,Downtown Eastside,49.28338,-123.10662,Entire home/apt,146,4,24,2019-07-04,1.49,1,0
15877551,Excellent location incredible price,37635304,Kitsilano,49.2644,-123.16172,Private room,47,1,177,2019-07-07,6.05,2,272
15883383,MONTHLY rental: unique loft in character home,44266561,Mount Pleasant,49.25788,-123.11087,Entire home/apt,68,30,29,2019-03-31,1,4,15
15887956,"Kitsilano Oasis, Bright Clean Charming, 2 Bd + Den",21535123,Kitsilano,49.27039,-123.16502,Entire home/apt,226,2,128,2019-07-02,4.01,3,6
15902822,LOVELY Studio in Heritage Row House - own entrance,5455124,Downtown Eastside,49.27796,-123.08709,Entire home/apt,71,2,193,2019-07-06,6.11,1,12
15951675,2BR apt in the heart of yaletown with free parking,103562361,Downtown,49.2763,-123.12312,Entire home/apt,237,3,51,2019-07-02,1.6,1,39
15967043,NEW!! Superbly Located 1BR + Parking,3963554,Downtown,49.28804,-123.12655,Entire home/apt,98,2,151,2019-07-06,4.77,2,155
15984597,Modern Olympic Village Paradise,21744071,Mount Pleasant,49.27014,-123.10718,Entire home/apt,184,21,18,2019-05-31,0.8,1,308
15985271,1BDR in the CENTER of Downtown + A/C,16176325,Downtown,49.2843,-123.11341,Entire home/apt,98,2,122,2019-06-27,3.95,2,146
15987030,single person Room 87 stpes to kits beach!,31685027,Kitsilano,49.2715,-123.15912,Private room,46,30,5,2019-04-24,0.16,13,332
15988395,Rare find: Furnished Condo in the Center,8041031,Downtown,49.28517,-123.11221,Entire home/apt,79,30,0,,NA,1,0
16016323,UTTERLY CENTRAL! ENTIRE HOME! Cool; Hardwood floor,32427245,West End,49.28315,-123.12317,Entire home/apt,199,1,87,2019-06-19,3.23,1,54
16018308,Nice Condo on Granville With Patio,103026388,Downtown,49.27571,-123.12635,Entire home/apt,96,30,72,2019-03-31,2.39,1,73
16026015,Gorgeous 2bdrm Garden Suite 15min to downtown PNE,37361797,Hastings-Sunrise,49.28305,-123.04464,Entire home/apt,104,1,195,2019-06-28,6.34,2,78
16041445,Duplex in trendy East Van,4152030,Kensington-Cedar Cottage,49.25498,-123.08196,Entire home/apt,248,4,11,2019-04-22,0.45,1,83
16051523,Central Loft with Exposed Brick and Timber Beams!,6186091,Downtown,49.27994,-123.10801,Entire home/apt,148,1,154,2019-06-23,4.83,1,14
16066946,Cozy room in Vancouvers West End,25891060,West End,49.28878,-123.13252,Private room,110,2,78,2019-06-24,2.58,1,18
16083491,Modern Gem -  Fully Furnished Apartment,100692916,Hastings-Sunrise,49.28467,-123.02859,Entire home/apt,75,2,82,2019-06-26,2.91,1,43
16088312,Sleek 2br in Chinatown,677632,Downtown Eastside,49.27978,-123.09981,Entire home/apt,199,2,24,2019-07-09,0.93,2,83
16120923,Spacious Sub-Penthouse View Condo on 30th Floor,75654169,Downtown,49.28005,-123.12619,Entire home/apt,119,31,15,2018-11-04,0.51,1,4
16149798,Luxury New 3 Bedroom Coach House,59593841,Dunbar Southlands,49.23799,-123.17959,Entire home/apt,268,2,52,2019-04-28,1.66,1,137
16166488,#1 AAH: Attractive Awesome Home/__Äë____ ëÂ_,41010403,Marpole,49.21728,-123.1065,Entire home/apt,109,1,67,2019-07-07,2.18,2,346
16177189,Main St Apartment | Pet-Friendly | Eat/Drink/Shop,27804380,Mount Pleasant,49.26581,-123.09946,Entire home/apt,122,3,78,2019-06-28,2.46,1,40
16192878,Downtown condo with Ocean views,21578733,West End,49.28064,-123.13673,Entire home/apt,115,31,36,2019-05-02,1.16,2,247
16203098,2bdrm Newly renovated & convenient location!,2172574,Kensington-Cedar Cottage,49.23811,-123.08889,Entire home/apt,79,30,19,2018-12-18,0.62,1,24
16214132,Cute Beachy Style 2 Bed Garden Suite close to UBC,4007710,Dunbar Southlands,49.23018,-123.1979,Entire home/apt,130,1,29,2019-07-06,1.2,1,7
16219066,1 Bedroom + Private Bathroom in Heart of Downtown!,80319035,Downtown,49.27737,-123.13064,Private room,125,2,119,2019-06-25,3.86,2,54
16221082,Private Studio with the Best Downtown Location,105984158,West End,49.28204,-123.12746,Entire home/apt,134,1,29,2019-06-16,2.11,1,152
16221349,Chinatown Penthouse Sanctuary,4292086,Downtown Eastside,49.27961,-123.09904,Entire home/apt,174,30,65,2019-06-30,2.09,11,206
16232007,New modern Chinatown condo huge patio 2bed & 2bth.,325857,Downtown Eastside,49.27964,-123.0996,Entire home/apt,190,30,35,2018-08-18,1.21,1,31
16233697,Private entrance to a cosy Kitsilano suite!,92576846,Kitsilano,49.26212,-123.16537,Entire home/apt,98,30,85,2019-06-01,2.73,3,152
16243231,Sleek Contemporary Studio,4184815,Mount Pleasant,49.2585,-123.10371,Entire home/apt,91,2,54,2019-07-07,1.71,1,25
16245287,Main Street: Family Friendly Home,10375254,Riley Park,49.24191,-123.09664,Entire home/apt,449,3,7,2018-08-14,0.29,1,6
16259049,Luxury Kits-Point Home 4BD near Beach & Downtown!,1963648,Kitsilano,49.2746,-123.14831,Entire home/apt,802,2,28,2019-07-02,1.06,1,35
16272853,Rare Find Exquisitely New Quiet&Safe Skytrain Home,45929065,Renfrew-Collingwood,49.25288,-123.05084,Entire home/apt,258,3,100,2019-06-27,3.27,5,72
16273906,Exquisitely New & Lovely Skytrain 1Bedroom suite,45929065,Renfrew-Collingwood,49.25227,-123.04946,Entire home/apt,118,3,57,2019-06-23,1.86,5,46
16286369,"Oakridge Mall Room#V Close to Subway, DT, UBC èè•ë“ç_êµ",72620554,Oakridge,49.2334,-123.13139,Private room,49,1,10,2019-06-23,3.75,3,312
16288021,1 Bedroom + Den in the heart of Yaletown,106542915,Downtown,49.27863,-123.11835,Entire home/apt,100,90,2,2019-04-26,0.24,1,338
16289980,Summer Special! 5 Star Cute&Cozy Private Room/Bath,2589849,Mount Pleasant,49.26471,-123.10038,Private room,75,2,74,2019-06-29,2.6,1,61
16296662,Big two bedroom apartment near Commercial Drive.,8294255,Grandview-Woodland,49.27187,-123.06274,Entire home/apt,98,1,199,2019-07-06,6.48,1,0
16302576,New Condo in Vancouver,15981416,Grandview-Woodland,49.28165,-123.06131,Entire home/apt,110,2,8,2019-05-19,0.43,1,9
16311578,The Trendy Heart of Vancouver (Yaletown),10855631,Downtown,49.27562,-123.1212,Entire home/apt,479,30,6,2018-07-20,0.2,1,344
16314076,Junior Penthouse Water View Executive Suite,34906299,Downtown,49.28115,-123.11842,Entire home/apt,2558,4,6,2019-01-12,0.52,3,351
16314316,Panoramic Ocean City View Suite Home,34906299,Downtown,49.28121,-123.11668,Entire home/apt,2880,4,9,2019-06-24,0.32,3,358
16314813,"Great location close to beach,park.",53436177,West End,49.29033,-123.14024,Private room,92,150,1,2017-02-26,0.03,1,180
16315060,Sunny Central Downtown Spot Sleeps Four! wPARKING!,106761964,Downtown,49.27982,-123.12493,Entire home/apt,129,1,255,2019-06-29,8.17,1,52
16315500,Luxury Condo with Best City Views,34996134,Downtown Eastside,49.27884,-123.09915,Private room,80,31,49,2018-08-26,1.58,1,61
16326984,Stylish 4 beds with A/C and gorgeous view,48014148,Downtown,49.27791,-123.10771,Entire home/apt,359,2,179,2019-06-27,6.7,2,115
16339748,Heritage home plus suite in lovely neighbourhood,1743089,Kensington-Cedar Cottage,49.25898,-123.0752,Entire home/apt,701,5,4,2019-01-04,0.16,3,27
16380622,Gorgeous Gastown near everything.  Incl. parking.,2673805,Downtown Eastside,49.28406,-123.10816,Entire home/apt,94,90,0,,NA,2,26
16381242,Brand new apartment by Science World,8523267,Mount Pleasant,49.27117,-123.10344,Entire home/apt,185,2,6,2017-08-23,0.23,1,41
16382806,"Private 1 Bedroom Garden Suite, close to UBC",87642130,Dunbar Southlands,49.25789,-123.19031,Entire home/apt,94,1,142,2019-07-07,5.76,1,64
16406292,Best luxury condo in Vancouver,88118898,Downtown,49.27838,-123.1074,Entire home/apt,338,2,118,2019-06-17,3.93,1,0
16415903,Spacious Bedroom in Beautiful Character House,1125653,Dunbar Southlands,49.24358,-123.17775,Private room,70,3,6,2019-06-07,0.2,2,49
16429713,Clean + Modern Gastown Apartment,26134851,Downtown Eastside,49.28323,-123.09967,Entire home/apt,150,90,51,2019-06-04,1.66,1,101
16439357,Cozy 1bdr downtown with view,48176829,West End,49.28795,-123.13284,Entire home/apt,105,30,28,2019-06-05,1.01,1,34
16439775,Charm Studio @ Downtown Great for Business Travel,38459934,Downtown,49.28433,-123.11594,Entire home/apt,115,31,0,,NA,26,33
16440042,Modern Duplex near Canada Place _ù_ Downtown!,38459934,Downtown,49.28442,-123.11658,Entire home/apt,115,31,2,2018-04-28,0.09,26,51
16442898,Leon in Gastown | Vancouver's brand.new.lifestyle,4492755,Downtown Eastside,49.28189,-123.10117,Entire home/apt,169,50,98,2018-11-25,3.17,3,163
16452807,Ultra Modern ~ Great for business or relocation!,38459934,Downtown,49.28024,-123.11722,Entire home/apt,129,31,3,2018-08-14,0.13,26,45
16454250,Cozy 1Br Apartment with parking,57657924,Mount Pleasant,49.26364,-123.08352,Entire home/apt,75,30,38,2019-05-31,1.24,4,129
16456363,Modern Spacious Downtown Living & Full Amenities,47423811,Downtown,49.27751,-123.12842,Entire home/apt,140,1,4,2019-03-26,0.13,1,0
16456498,Artist Loft 2 Bed + 1 Bath in Trendy Neighbourhood,1340389,Downtown Eastside,49.28078,-123.1021,Entire home/apt,300,2,31,2019-01-02,1.07,7,54
16456872,Central Comfortable 3 Bedroom House in Vancouver,107849630,Grandview-Woodland,49.27597,-123.05674,Entire home/apt,240,1,245,2019-06-23,7.92,1,126
16465052,Welcome to Vancouver - New 2 Bedroom Condo,27383790,Downtown Eastside,49.2805,-123.08304,Entire home/apt,224,2,55,2019-07-07,2.43,1,63
16491614,Location! Parking! New reno. & pool.,107942170,West End,49.27971,-123.13493,Entire home/apt,94,2,123,2019-07-04,4.07,1,3
16491812,Cozy city centre,256391,South Cambie,49.25582,-123.12243,Entire home/apt,119,1,90,2019-07-04,3.28,1,80
16522048,cozy 1 bedroom suite near main street,57069107,Riley Park,49.24582,-123.09833,Entire home/apt,45,1,146,2019-07-01,4.85,3,77
16543212,Cozy 1BR in Downtown Perfect for Business Travel,38459934,Downtown,49.27985,-123.12022,Entire home/apt,135,31,4,2017-08-26,0.14,26,55
16544311,Spacious & Modern 1BR @ Great Location Downtown,38459934,Downtown,49.28254,-123.11727,Entire home/apt,135,31,1,2019-01-15,0.17,26,51
16548759,Cozy Private Room in a quiet neighbourhood,102373405,Victoria-Fraserview,49.23064,-123.06731,Private room,33,3,45,2019-04-30,1.46,2,73
16568805,Big. Quiet. Convenient. Near funky Commercial Dr.,9472599,Grandview-Woodland,49.26535,-123.06122,Entire home/apt,119,4,35,2019-07-08,1.17,1,35
16578149,Private front entrance 15-20mins drive to downtown,13105029,Hastings-Sunrise,49.27508,-123.02868,Entire home/apt,73,3,98,2019-06-10,3.33,1,0
16585897,"Cabin- Style Home, Dunbar",32878305,Dunbar Southlands,49.24836,-123.18525,Private room,45,30,16,2018-07-14,0.55,1,79
16589223,Private bedroom between Main and Cambie.,13712688,Riley Park,49.25495,-123.11236,Private room,60,1,35,2019-06-23,1.19,1,175
16599114,Private Room in Heritage House Commercial Drive,10617862,Grandview-Woodland,49.27068,-123.06712,Private room,80,2,91,2019-06-17,3.05,1,119
16601683,"Brand new, central 2 bedroom suite in Mt. Pleasant",2962251,Mount Pleasant,49.2608,-123.08773,Entire home/apt,159,3,93,2019-07-07,3.55,1,80
16606630,"Stripes and Geometric Cool at a Crisp, Three Bedroom Pad",5307548,Downtown,49.27863,-123.12536,Entire home/apt,249,1,174,2019-07-07,5.69,1,0
16616603,Garden View Ensuite steps from 29th Ave Skytrain,653436,Renfrew-Collingwood,49.24554,-123.048,Private room,59,30,2,2018-08-26,0.16,5,95
16619681,Great View Modern Condo 5min to Downtown Vancouver,108180018,Strathcona,49.26768,-123.09599,Entire home/apt,171,31,43,2019-04-17,1.43,1,148
16622228,Spacious Kitsilano Studio Steps from the Beach,48977103,West Point Grey,49.26779,-123.18675,Entire home/apt,115,3,0,,NA,1,327
16634168,2 Bedroom in Trendy Mount Pleasant,23096846,Riley Park,49.25635,-123.0985,Entire home/apt,199,2,86,2019-07-08,3.08,1,147
16637560,Stunning Penthouse Rooftop Patio in Gastown,42388963,Downtown Eastside,49.28338,-123.10355,Entire home/apt,189,2,165,2019-01-02,5.66,1,0
16638532,Great One-Bedroom Suite in Yaletown Vancouver,109935779,Downtown,49.27595,-123.12347,Entire home/apt,94,1,157,2019-06-25,5.23,2,31
16653630,"Basement: Small ""bunk bed"" bedroom for One Guest",47192202,Riley Park,49.24254,-123.09989,Private room,59,4,25,2019-06-16,1.74,5,58
16660117,"Cozy Private Bed Room, Middle room in a house",57657924,Victoria-Fraserview,49.22906,-123.06742,Private room,30,3,47,2019-06-26,1.61,4,69
16660494,Small private 1 bedroom,57657924,Victoria-Fraserview,49.22929,-123.06855,Private room,24,3,71,2019-07-07,2.37,4,42
16673770,Charming 3 bd home in hip east hood,3335244,Grandview-Woodland,49.27943,-123.05791,Entire home/apt,180,5,4,2018-12-27,0.21,1,8
16689567,Entire Gorgeous 5Bdrm Craftsman Home in Great Area,110505156,Grandview-Woodland,49.27485,-123.06233,Entire home/apt,500,5,34,2019-06-18,1.12,1,350
16718520,Minimalist Oasis in Vancouver's Trendy Chinatown,40647126,Downtown Eastside,49.28086,-123.09832,Entire home/apt,94,2,142,2019-07-03,4.81,1,30
16719878,"4bed 3ba Huge Mountain View, by Beach, UBC, Dwntwn",10665699,West Point Grey,49.26075,-123.18849,Entire home/apt,775,1,5,2019-07-03,0.2,1,14
16720749,Casa Serena,24773349,Mount Pleasant,49.25964,-123.08976,Entire home/apt,94,3,108,2019-07-04,3.63,1,50
16740054,ROOFTOP Hot Tub! Large Loft in Gastown,16750396,Downtown Eastside,49.28366,-123.10516,Entire home/apt,400,2,51,2019-06-16,1.76,4,333
16742489,BEST LOCATION 2 BED+PARKING,111058741,Downtown,49.28199,-123.11241,Entire home/apt,91,2,90,2019-07-03,2.99,1,54
16752966,Character home in Great Kits Location,25308045,Kitsilano,49.26112,-123.1664,Entire home/apt,150,5,5,2017-08-12,0.17,1,4
16755663,Cozy Private Bedroom in Vancouver,57657924,Victoria-Fraserview,49.23111,-123.06862,Private room,39,3,62,2019-06-28,2.15,4,75
16766894,Delightful garden apartment in Mount Pleasant,49904968,Mount Pleasant,49.25804,-123.10904,Entire home/apt,85,1,177,2019-07-04,5.95,1,0
16769455,Yaletown Luxurious Condo with Parking Pool Netflix,111217789,Downtown,49.27562,-123.12177,Entire home/apt,94,3,61,2019-07-02,2.04,1,31
16779964,40 floor sub-penthouse with stunning views,6773625,Downtown Eastside,49.28389,-123.10862,Entire home/apt,249,90,4,2019-06-08,0.17,4,247
16783985,Luxury Suite Near UBC/Airport/Downtown,3261467,Kerrisdale,49.22479,-123.16333,Entire home/apt,125,3,49,2019-07-06,1.7,1,303
16795187,Vancouver Downtown  2br/2bth with great views,111635046,Downtown,49.28011,-123.10852,Entire home/apt,240,3,57,2019-07-04,2.06,1,8
16810371,Newly Renovated 1 BDR Garden Suite in Dunbar,4710337,West Point Grey,49.25805,-123.18622,Entire home/apt,108,30,0,,NA,1,320
16815670,Comfy 3 Bedroom Suite,88801855,Renfrew-Collingwood,49.24913,-123.04172,Entire home/apt,100,1,122,2019-05-30,4.13,1,125
16817056,Cozy 1 bedroom located in South East Vancouver.,33783257,Victoria-Fraserview,49.2308,-123.05741,Entire home/apt,59,2,79,2019-07-08,2.72,1,176
16826920,Pristine garden level suite 1 bdrm close to UBC,111969787,West Point Grey,49.26064,-123.19175,Entire home/apt,135,30,16,2018-08-30,0.55,1,128
16826922,COAL HARBOUR 1 BR + DEN,84114246,Downtown,49.28931,-123.12662,Entire home/apt,180,31,1,2018-10-03,0.11,1,70
16847264,Bright 1 BR suite-Great location!,67266938,Kensington-Cedar Cottage,49.24997,-123.0691,Entire home/apt,125,5,27,2019-06-26,1.03,4,308
16911694,Modern Garden Suite,11335902,Kensington-Cedar Cottage,49.24171,-123.07702,Entire home/apt,80,2,107,2019-06-09,3.73,1,15
16914589,Groovy East Van Guest Pad,4686337,Kensington-Cedar Cottage,49.25444,-123.07999,Entire home/apt,70,1,184,2019-07-04,6.2,1,30
16917557,Luxurious 3 Bedroom 2 Bath Home Queen Elizabeth Pk,56003889,Riley Park,49.23485,-123.1036,Entire home/apt,258,2,28,2019-05-30,0.94,2,3
16929381,2 Bdrm Condo With  Views of the Ocean,103785884,Downtown,49.27526,-123.12932,Entire home/apt,495,3,10,2019-02-18,0.42,1,292
16934327,"Designer Loft - Cool, Modern, Spacious & Bright!",25217605,Downtown,49.28066,-123.10569,Entire home/apt,139,1,114,2019-06-15,4.02,1,59
16945691,Cozy downtown condo with beautiful city views!,26275332,Downtown,49.27784,-123.11055,Entire home/apt,80,1,158,2019-06-25,5.31,2,261
16960121,"Spacious, bright, luxury home",84608877,Dunbar Southlands,49.25694,-123.19705,Entire home/apt,400,5,4,2018-07-09,0.17,2,239
16965617,Renovated 1 bedroom top floor downtown apartment,5762545,Downtown,49.276,-123.12977,Entire home/apt,100,1,121,2019-06-20,4.16,1,249
16994144,"Entire Downtown Charming Apartment, Sleeps 4",10550999,West End,49.27788,-123.13125,Entire home/apt,125,120,75,2019-01-27,2.83,1,0
17009219,Modern home in Vancouver's top neighbourhood,8215919,Dunbar Southlands,49.25408,-123.19021,Entire home/apt,384,4,5,2019-06-30,0.18,1,8
17042292,Family-Friendly Modern 2 BRM Garden Suite,114371452,Mount Pleasant,49.25758,-123.07785,Entire home/apt,146,30,66,2019-06-06,2.39,2,174
17075234,Entire One Bedroom Suite Downtown - With Parking,99778691,Downtown,49.27848,-123.10687,Entire home/apt,89,1,228,2019-06-24,8.07,1,36
17076303,VistaSky: Modern Jewel Box w Chefs kitchen,869514,Kensington-Cedar Cottage,49.23805,-123.07857,Entire home/apt,445,2,11,2019-06-15,0.45,1,302
17094432,_ù_´ÙèPrivate Room in International Travelers House_…_´Ùè,8065052,Grandview-Woodland,49.26342,-123.06571,Private room,98,1,32,2017-10-13,1.08,6,363
17095596,"Cozy 2 bed condo with parking, close to skytrain!",107318864,Renfrew-Collingwood,49.23449,-123.02386,Entire home/apt,91,1,74,2019-06-25,2.57,1,218
17099102,Entire 1bedroom+parkingDT Vancouver,28016034,West End,49.28076,-123.12668,Entire home/apt,156,1,174,2019-07-01,6.08,2,213
17099873,Beautiful Private Home-Great Location 3 bedrooms,113812826,Renfrew-Collingwood,49.24122,-123.03964,Entire home/apt,370,2,33,2019-06-01,1.15,5,276
17108080,__ê´ÙèInternational Students & Travellers House_…_´ÙèR1b,8065052,Kensington-Cedar Cottage,49.2619,-123.06234,Shared room,59,1,17,2018-08-25,0.58,6,363
17109516,Dual Modern Coal Harbour Apartments 5Beds + 3Baths,54751193,West End,49.2872,-123.12559,Entire home/apt,1000,2,30,2019-06-07,1.09,3,360
17121025,5 Blocks From The Ocean,162500,Kitsilano,49.26599,-123.16482,Private room,55,32,0,,NA,3,0
17144454,Heritage House in Strathcona Vancouver,36718746,Downtown Eastside,49.2783,-123.0795,Entire home/apt,399,3,5,2018-09-13,0.27,2,9
17157602,Modern 2BR Apt in Mt Pleasant Character House,25144709,Mount Pleasant,49.25805,-123.0909,Entire home/apt,199,2,57,2019-06-09,2.23,1,6
17192541,Private Cozy Suite in Cedar Cottage!,2712422,Kensington-Cedar Cottage,49.2521,-123.08498,Entire home/apt,140,30,41,2018-06-28,1.61,2,103
17195893,Last Minute Limited Availability 3bd/2bath,77267781,Kensington-Cedar Cottage,49.2382,-123.07889,Entire home/apt,328,4,55,2019-07-06,1.97,1,48
17208087,Luxury Room in DT (Full Amenities),115816441,Downtown,49.28878,-123.12459,Private room,70,60,49,2018-11-08,1.69,2,143
17209424,Downtown 1BR + Den.Beautiful Views.Free parking,115826875,West End,49.27903,-123.12928,Entire home/apt,140,1,108,2019-06-24,4.1,1,91
17222890,"Spacious, cozy 2 bedroom suite, central location",40550576,Renfrew-Collingwood,49.25222,-123.04636,Entire home/apt,98,2,25,2019-05-14,0.86,1,1
17224321,Clean & Home-like apartment.,90276779,Kitsilano,49.26976,-123.1514,Private room,45,2,139,2019-06-24,4.83,1,26
17256037,Luxurious Living at the Shangri-la w/Amazing Views,102554136,West End,49.28447,-123.12482,Entire home/apt,327,90,0,,NA,3,305
17259261,Great Views / Heart of Downtown,21227054,Downtown,49.2808,-123.12488,Entire home/apt,171,30,49,2018-12-02,1.7,3,184
17282580,Asian Heritage meets Pacific West Coast,57153336,Downtown Eastside,49.27787,-123.09955,Entire home/apt,98,2,77,2019-06-30,2.79,2,30
